ID_1,NAME_1,AVGPOPULATION
5093.0,"Mississippi, Arkansas, US",40651
5095.0,"Monroe, Arkansas, US",6701
5097.0,"Montgomery, Arkansas, US",8986
5099.0,"Nevada, Arkansas, US",8252
5101.0,"Newton, Arkansas, US",7753
5103.0,"Ouachita, Arkansas, US",23382
80005.0,"Out of AR, Arkansas, US",0
5105.0,"Perry, Arkansas, US",10455
5107.0,"Phillips, Arkansas, US",17782
5109.0,"Pike, Arkansas, US",10718
5111.0,"Poinsett, Arkansas, US",23528
5113.0,"Polk, Arkansas, US",19964
5115.0,"Pope, Arkansas, US",64072
5117.0,"Prairie, Arkansas, US",8062
5119.0,"Pulaski, Arkansas, US",391911
5121.0,"Randolph, Arkansas, US",17958
5125.0,"Saline, Arkansas, US",122437
5127.0,"Scott, Arkansas, US",10281
5129.0,"Searcy, Arkansas, US",7881
5131.0,"Sebastian, Arkansas, US",127827
5133.0,"Sevier, Arkansas, US",17007
5135.0,"Sharp, Arkansas, US",17442
5123.0,"St. Francis, Arkansas, US",24994
5137.0,"Stone, Arkansas, US",12506
90005.0,"Unassigned, Arkansas, US",0
5139.0,"Union, Arkansas, US",38682
5141.0,"Van Buren, Arkansas, US",16545
5143.0,"Washington, Arkansas, US",239187
5145.0,"White, Arkansas, US",78753
5147.0,"Woodruff, Arkansas, US",6320
5149.0,"Yell, Arkansas, US",21341
6001.0,"Alameda, California, US",1671329
6003.0,"Alpine, California, US",1129
6005.0,"Amador, California, US",39752
6007.0,"Butte, California, US",219186
6009.0,"Calaveras, California, US",45905
6011.0,"Colusa, California, US",21547
6013.0,"Contra Costa, California, US",1153526
6015.0,"Del Norte, California, US",27812
6017.0,"El Dorado, California, US",192843
6019.0,"Fresno, California, US",999101
6021.0,"Glenn, California, US",28393
6023.0,"Humboldt, California, US",135558
6025.0,"Imperial, California, US",181215
6027.0,"Inyo, California, US",18039
6029.0,"Kern, California, US",900202
6031.0,"Kings, California, US",152940
6033.0,"Lake, California, US",64386
6035.0,"Lassen, California, US",30573
6037.0,"Los Angeles, California, US",10039107
6039.0,"Madera, California, US",157327
6041.0,"Marin, California, US",258826
6043.0,"Mariposa, California, US",17203
6045.0,"Mendocino, California, US",86749
6047.0,"Merced, California, US",277680
6049.0,"Modoc, California, US",8841
6051.0,"Mono, California, US",14444
6053.0,"Monterey, California, US",434061
6055.0,"Napa, California, US",137744
6057.0,"Nevada, California, US",99755
6059.0,"Orange, California, US",3175692
80006.0,"Out of CA, California, US",0
6061.0,"Placer, California, US",398329
6063.0,"Plumas, California, US",18807
6065.0,"Riverside, California, US",2470546
6067.0,"Sacramento, California, US",1552058
6069.0,"San Benito, California, US",62808
6071.0,"San Bernardino, California, US",2180085
6073.0,"San Diego, California, US",3338330
6075.0,"San Francisco, California, US",881549
6077.0,"San Joaquin, California, US",762148
6079.0,"San Luis Obispo, California, US",283111
6081.0,"San Mateo, California, US",766573
6083.0,"Santa Barbara, California, US",446499
6085.0,"Santa Clara, California, US",1927852
6087.0,"Santa Cruz, California, US",273213
6089.0,"Shasta, California, US",180080
6091.0,"Sierra, California, US",3005
6093.0,"Siskiyou, California, US",43539
6095.0,"Solano, California, US",447643
6097.0,"Sonoma, California, US",494336
6099.0,"Stanislaus, California, US",550660
6101.0,"Sutter, California, US",96971
6103.0,"Tehama, California, US",65084
6105.0,"Trinity, California, US",12285
6107.0,"Tulare, California, US",466195
6109.0,"Tuolumne, California, US",54478
90006.0,"Unassigned, California, US",0
6111.0,"Ventura, California, US",846006
6113.0,"Yolo, California, US",220500
6115.0,"Yuba, California, US",78668
8001.0,"Adams, Colorado, US",517421
8003.0,"Alamosa, Colorado, US",16233
8005.0,"Arapahoe, Colorado, US",656590
8007.0,"Archuleta, Colorado, US",14029
8009.0,"Baca, Colorado, US",3581
8011.0,"Bent, Colorado, US",5577
8013.0,"Boulder, Colorado, US",326196
8014.0,"Broomfield, Colorado, US",70465
8015.0,"Chaffee, Colorado, US",20356
8017.0,"Cheyenne, Colorado, US",1831
8019.0,"Clear Creek, Colorado, US",9700
8021.0,"Conejos, Colorado, US",8205
8023.0,"Costilla, Colorado, US",3887
8025.0,"Crowley, Colorado, US",6061
8027.0,"Custer, Colorado, US",5068
8029.0,"Delta, Colorado, US",31162
8031.0,"Denver, Colorado, US",727211
8033.0,"Dolores, Colorado, US",2055
8035.0,"Douglas, Colorado, US",351154
8037.0,"Eagle, Colorado, US",55127
8041.0,"El Paso, Colorado, US",720403
8039.0,"Elbert, Colorado, US",26729
8043.0,"Fremont, Colorado, US",47839
8045.0,"Garfield, Colorado, US",60061
8047.0,"Gilpin, Colorado, US",6243
8049.0,"Grand, Colorado, US",15734
8051.0,"Gunnison, Colorado, US",17462
8053.0,"Hinsdale, Colorado, US",820
8055.0,"Huerfano, Colorado, US",6897
8057.0,"Jackson, Colorado, US",1392
8059.0,"Jefferson, Colorado, US",582881
8061.0,"Kiowa, Colorado, US",1406
8063.0,"Kit Carson, Colorado, US",7097
8067.0,"La Plata, Colorado, US",56221
8065.0,"Lake, Colorado, US",8127
8069.0,"Larimer, Colorado, US",356899
8071.0,"Las Animas, Colorado, US",14506
8073.0,"Lincoln, Colorado, US",5701
8075.0,"Logan, Colorado, US",22409
8077.0,"Mesa, Colorado, US",154210
8079.0,"Mineral, Colorado, US",769
8081.0,"Moffat, Colorado, US",13283
8083.0,"Montezuma, Colorado, US",26183
8085.0,"Montrose, Colorado, US",42758
8087.0,"Morgan, Colorado, US",29068
8089.0,"Otero, Colorado, US",18278
8091.0,"Ouray, Colorado, US",4952
80008.0,"Out of CO, Colorado, US",0
8093.0,"Park, Colorado, US",18845
8095.0,"Phillips, Colorado, US",4265
8097.0,"Pitkin, Colorado, US",17767
8099.0,"Prowers, Colorado, US",12172
8101.0,"Pueblo, Colorado, US",168424
8103.0,"Rio Blanco, Colorado, US",6324
8105.0,"Rio Grande, Colorado, US",11267
8107.0,"Routt, Colorado, US",25638
8109.0,"Saguache, Colorado, US",6824
8111.0,"San Juan, Colorado, US",728
8113.0,"San Miguel, Colorado, US",8179
8115.0,"Sedgwick, Colorado, US",2248
8117.0,"Summit, Colorado, US",31011
8119.0,"Teller, Colorado, US",25388
90008.0,"Unassigned, Colorado, US",0
8121.0,"Washington, Colorado, US",4908
8123.0,"Weld, Colorado, US",324492
8125.0,"Yuma, Colorado, US",10019
9001.0,"Fairfield, Connecticut, US",943332
9003.0,"Hartford, Connecticut, US",891720
9005.0,"Litchfield, Connecticut, US",180333
9007.0,"Middlesex, Connecticut, US",162436
9009.0,"New Haven, Connecticut, US",854757
9011.0,"New London, Connecticut, US",265206
80009.0,"Out of CT, Connecticut, US",0
9013.0,"Tolland, Connecticut, US",150721
90009.0,"Unassigned, Connecticut, US",0
9015.0,"Windham, Connecticut, US",116782
10001.0,"Kent, Delaware, US",180786
10003.0,"New Castle, Delaware, US",558753
80010.0,"Out of DE, Delaware, US",0
10005.0,"Sussex, Delaware, US",234225
90010.0,"Unassigned, Delaware, US",0
88888.0,"Diamond Princess, US",0
11001.0,"District of Columbia,District of Columbia,US",705749
80011.0,"Out of DC, District of Columbia, US",0
90011.0,"Unassigned, District of Columbia, US",0
12001.0,"Alachua, Florida, US",269043
12003.0,"Baker, Florida, US",29210
12005.0,"Bay, Florida, US",174705
12007.0,"Bradford, Florida, US",28201
12009.0,"Brevard, Florida, US",601942
12011.0,"Broward, Florida, US",1952778
12013.0,"Calhoun, Florida, US",14105
12015.0,"Charlotte, Florida, US",188910
12017.0,"Citrus, Florida, US",149657
12019.0,"Clay, Florida, US",219252
12021.0,"Collier, Florida, US",384902
12023.0,"Columbia, Florida, US",71686
12027.0,"DeSoto,Florida,US",38001
12029.0,"Dixie, Florida, US",16826
12031.0,"Duval, Florida, US",957755
12033.0,"Escambia, Florida, US",318316
12035.0,"Flagler, Florida, US",115081
12037.0,"Franklin, Florida, US",12125
12039.0,"Gadsden, Florida, US",45660
12041.0,"Gilchrist, Florida, US",18582
12043.0,"Glades, Florida, US",13811
12045.0,"Gulf, Florida, US",13639
12047.0,"Hamilton, Florida, US",14428
12049.0,"Hardee, Florida, US",26937
12051.0,"Hendry, Florida, US",42022
12053.0,"Hernando, Florida, US",193920
12055.0,"Highlands, Florida, US",106221
12057.0,"Hillsborough, Florida, US",1471968
12059.0,"Holmes, Florida, US",19617
12061.0,"Indian River, Florida, US",159923
12063.0,"Jackson, Florida, US",46414
12065.0,"Jefferson, Florida, US",14246
12067.0,"Lafayette, Florida, US",8422
12069.0,"Lake, Florida, US",367118
12071.0,"Lee, Florida, US",770577
12073.0,"Leon, Florida, US",293582
12075.0,"Levy, Florida, US",41503
12077.0,"Liberty, Florida, US",8354
12079.0,"Madison, Florida, US",18493
12081.0,"Manatee, Florida, US",403253
12083.0,"Marion, Florida, US",365579
12085.0,"Martin, Florida, US",161000
12086.0,"Miami-Dade, Florida, US",2716940
12087.0,"Monroe, Florida, US",74228
12089.0,"Nassau, Florida, US",88625
12091.0,"Okaloosa, Florida, US",210738
12093.0,"Okeechobee, Florida, US",42168
12095.0,"Orange, Florida, US",1393452
12097.0,"Osceola, Florida, US",375751
80012.0,"Out of FL, Florida, US",0
12099.0,"Palm Beach, Florida, US",1496770
12101.0,"Pasco, Florida, US",553947
12103.0,"Pinellas, Florida, US",974996
12105.0,"Polk, Florida, US",724777
12107.0,"Putnam, Florida, US",74521
12113.0,"Santa Rosa, Florida, US",184313
12115.0,"Sarasota, Florida, US",433742
12117.0,"Seminole, Florida, US",471826
12109.0,"St. Johns, Florida, US",264672
12111.0,"St. Lucie, Florida, US",328297
12119.0,"Sumter, Florida, US",132420
12121.0,"Suwannee, Florida, US",44417
12123.0,"Taylor, Florida, US",21569
90012.0,"Unassigned, Florida, US",0
12125.0,"Union, Florida, US",15237
12127.0,"Volusia, Florida, US",553284
12129.0,"Wakulla, Florida, US",33739
12131.0,"Walton, Florida, US",74071
12133.0,"Washington, Florida, US",25473
13001.0,"Appling, Georgia, US",18386
13003.0,"Atkinson, Georgia, US",8165
13005.0,"Bacon, Georgia, US",11164
13007.0,"Baker, Georgia, US",3038
13009.0,"Baldwin, Georgia, US",44890
13011.0,"Banks, Georgia, US",19234
13013.0,"Barrow, Georgia, US",83240
13015.0,"Bartow, Georgia, US",107738
13017.0,"Ben Hill, Georgia, US",16700
13019.0,"Berrien, Georgia, US",19397
13021.0,"Bibb, Georgia, US",153159
13023.0,"Bleckley, Georgia, US",12873
13025.0,"Brantley, Georgia, US",19109
13027.0,"Brooks, Georgia, US",15457
13029.0,"Bryan, Georgia, US",39627
13031.0,"Bulloch, Georgia, US",79608
13033.0,"Burke, Georgia, US",22383
13035.0,"Butts, Georgia, US",24936
13037.0,"Calhoun, Georgia, US",6189
13039.0,"Camden, Georgia, US",54666
13043.0,"Candler, Georgia, US",10803
13045.0,"Carroll, Georgia, US",119992
13047.0,"Catoosa, Georgia, US",67580
13049.0,"Charlton, Georgia, US",13392
13051.0,"Chatham, Georgia, US",289430
13053.0,"Chattahoochee, Georgia, US",10907
13055.0,"Chattooga, Georgia, US",24789
13057.0,"Cherokee, Georgia, US",258773
13059.0,"Clarke, Georgia, US",128331
13061.0,"Clay, Georgia, US",2834
13063.0,"Clayton, Georgia, US",292256
13065.0,"Clinch, Georgia, US",6618
13067.0,"Cobb, Georgia, US",760141
13069.0,"Coffee, Georgia, US",43273
13071.0,"Colquitt, Georgia, US",45600
13073.0,"Columbia, Georgia, US",156714
13075.0,"Cook, Georgia, US",17270
13077.0,"Coweta, Georgia, US",148509
13079.0,"Crawford, Georgia, US",12404
13081.0,"Crisp, Georgia, US",22372
13083.0,"Dade, Georgia, US",16116
13085.0,"Dawson, Georgia, US",26108
13089.0,"DeKalb, Georgia, US",759297
13087.0,"Decatur, Georgia, US",26404
13091.0,"Dodge, Georgia, US",20605
13093.0,"Dooly, Georgia, US",13390
13095.0,"Dougherty, Georgia, US",87956
13097.0,"Douglas, Georgia, US",146343
13099.0,"Early, Georgia, US",10190
13101.0,"Echols, Georgia, US",4006
13103.0,"Effingham, Georgia, US",64296
13105.0,"Elbert, Georgia, US",19194
13107.0,"Emanuel, Georgia, US",22646
13109.0,"Evans, Georgia, US",10654
13111.0,"Fannin, Georgia, US",26188
13113.0,"Fayette, Georgia, US",114421
13115.0,"Floyd, Georgia, US",98498
13117.0,"Forsyth, Georgia, US",244252
13119.0,"Franklin, Georgia, US",23349
13121.0,"Fulton, Georgia, US",1063937
13123.0,"Gilmer, Georgia, US",31369
13125.0,"Glascock, Georgia, US",2971
13127.0,"Glynn, Georgia, US",85292
13129.0,"Gordon, Georgia, US",57963
13131.0,"Grady, Georgia, US",24633
13133.0,"Greene, Georgia, US",18324
13135.0,"Gwinnett, Georgia, US",936250
13137.0,"Habersham, Georgia, US",45328
13139.0,"Hall, Georgia, US",204441
13141.0,"Hancock, Georgia, US",8457
13143.0,"Haralson, Georgia, US",29792
13145.0,"Harris, Georgia, US",35236
13147.0,"Hart, Georgia, US",26205
13149.0,"Heard, Georgia, US",11923
13151.0,"Henry, Georgia, US",234561
13153.0,"Houston, Georgia, US",157863
13155.0,"Irwin, Georgia, US",9416
13157.0,"Jackson, Georgia, US",72977
13159.0,"Jasper, Georgia, US",14219
13161.0,"Jeff Davis, Georgia, US",15115
13163.0,"Jefferson, Georgia, US",15362
13165.0,"Jenkins, Georgia, US",8676
13167.0,"Johnson, Georgia, US",9643
13169.0,"Jones, Georgia, US",28735
13171.0,"Lamar, Georgia, US",19077
13173.0,"Lanier, Georgia, US",10423
13175.0,"Laurens, Georgia, US",47546
13177.0,"Lee, Georgia, US",29992
13179.0,"Liberty, Georgia, US",61435
13181.0,"Lincoln, Georgia, US",7921
13183.0,"Long, Georgia, US",19559
13185.0,"Lowndes, Georgia, US",117406
13187.0,"Lumpkin, Georgia, US",33610
13193.0,"Macon, Georgia, US",12947
13195.0,"Madison, Georgia, US",29880
13197.0,"Marion, Georgia, US",8359
13189.0,"McDuffie,Georgia,US",21312
13191.0,"McIntosh, Georgia, US",14378
13199.0,"Meriwether, Georgia, US",21167
13201.0,"Miller, Georgia, US",5718
13205.0,"Mitchell, Georgia, US",21863
13207.0,"Monroe, Georgia, US",27578
13209.0,"Montgomery, Georgia, US",9172
13211.0,"Morgan, Georgia, US",19276
13213.0,"Murray, Georgia, US",40096
13215.0,"Muscogee, Georgia, US",195769
13217.0,"Newton, Georgia, US",111744
13219.0,"Oconee, Georgia, US",40280
13221.0,"Oglethorpe, Georgia, US",15259
80013.0,"Out of GA, Georgia, US",0
13223.0,"Paulding, Georgia, US",168667
13225.0,"Peach, Georgia, US",27546
13227.0,"Pickens, Georgia, US",32591
13229.0,"Pierce, Georgia, US",19465
13231.0,"Pike, Georgia, US",18962
13233.0,"Polk, Georgia, US",42613
13235.0,"Pulaski, Georgia, US",11137
13237.0,"Putnam, Georgia, US",22119
13239.0,"Quitman, Georgia, US",2299
13241.0,"Rabun, Georgia, US",17137
13243.0,"Randolph, Georgia, US",6778
13245.0,"Richmond, Georgia, US",202518
13247.0,"Rockdale, Georgia, US",90896
13249.0,"Schley, Georgia, US",5257
13251.0,"Screven, Georgia, US",13966
13253.0,"Seminole, Georgia, US",8090
13255.0,"Spalding, Georgia, US",66703
13257.0,"Stephens, Georgia, US",25925
13259.0,"Stewart, Georgia, US",6621
13261.0,"Sumter, Georgia, US",29524
13263.0,"Talbot, Georgia, US",6195
13265.0,"Taliaferro, Georgia, US",1537
13267.0,"Tattnall, Georgia, US",25286
13269.0,"Taylor, Georgia, US",8020
13271.0,"Telfair, Georgia, US",15860
13273.0,"Terrell, Georgia, US",8531
13275.0,"Thomas, Georgia, US",44451
13277.0,"Tift, Georgia, US",40644
13279.0,"Toombs, Georgia, US",26830
13281.0,"Towns, Georgia, US",12037
13283.0,"Treutlen, Georgia, US",6901
13285.0,"Troup, Georgia, US",69922
13287.0,"Turner, Georgia, US",7985
13289.0,"Twiggs, Georgia, US",8120
90013.0,"Unassigned, Georgia, US",0
13291.0,"Union, Georgia, US",24511
13293.0,"Upson, Georgia, US",26320
13295.0,"Walker, Georgia, US",69761
13297.0,"Walton, Georgia, US",94593
13299.0,"Ware, Georgia, US",35734
13301.0,"Warren, Georgia, US",5254
13303.0,"Washington, Georgia, US",20374
13305.0,"Wayne, Georgia, US",29927
13307.0,"Webster, Georgia, US",2607
13309.0,"Wheeler, Georgia, US",7855
13311.0,"White, Georgia, US",30798
13313.0,"Whitfield, Georgia, US",104628
13315.0,"Wilcox, Georgia, US",8635
13317.0,"Wilkes, Georgia, US",9777
13319.0,"Wilkinson, Georgia, US",8954
13321.0,"Worth, Georgia, US",20247
99999.0,"Grand Princess, US",0
66.0,"Guam, US",164229
15001.0,"Hawaii, Hawaii, US",201513
15003.0,"Honolulu, Hawaii, US",974563
15005.0,"Kalawao, Hawaii, US",86
15007.0,"Kauai, Hawaii, US",72293
15009.0,"Maui, Hawaii, US",167417
80015.0,"Out of HI, Hawaii, US",0
90015.0,"Unassigned, Hawaii, US",0
16001.0,"Ada, Idaho, US",481587
16003.0,"Adams, Idaho, US",4294
16005.0,"Bannock, Idaho, US",87808
16007.0,"Bear Lake, Idaho, US",6125
16009.0,"Benewah, Idaho, US",9298
16011.0,"Bingham, Idaho, US",46811
16013.0,"Blaine, Idaho, US",23021
16015.0,"Boise, Idaho, US",7831
16017.0,"Bonner, Idaho, US",45739
16019.0,"Bonneville, Idaho, US",119062
16021.0,"Boundary, Idaho, US",12245
16023.0,"Butte, Idaho, US",2597
16025.0,"Camas, Idaho, US",1106
16027.0,"Canyon, Idaho, US",229849
16029.0,"Caribou, Idaho, US",7155
16031.0,"Cassia, Idaho, US",24030
16033.0,"Clark, Idaho, US",845
16035.0,"Clearwater, Idaho, US",8756
16037.0,"Custer, Idaho, US",4315
16039.0,"Elmore, Idaho, US",27511
16041.0,"Franklin, Idaho, US",13876
16043.0,"Fremont, Idaho, US",13099
16045.0,"Gem, Idaho, US",18112
16047.0,"Gooding, Idaho, US",15179
16049.0,"Idaho, Idaho, US",16667
16051.0,"Jefferson, Idaho, US",29871
16053.0,"Jerome, Idaho, US",24412
16055.0,"Kootenai, Idaho, US",165697
16057.0,"Latah, Idaho, US",40108
16059.0,"Lemhi, Idaho, US",8027
16061.0,"Lewis, Idaho, US",3838
16063.0,"Lincoln, Idaho, US",5366
16065.0,"Madison, Idaho, US",39907
16067.0,"Minidoka, Idaho, US",21039
16069.0,"Nez Perce, Idaho, US",40408
16071.0,"Oneida, Idaho, US",4531
80016.0,"Out of ID, Idaho, US",0
16073.0,"Owyhee, Idaho, US",11823
16075.0,"Payette, Idaho, US",23951
16077.0,"Power, Idaho, US",7681
16079.0,"Shoshone, Idaho, US",12882
16081.0,"Teton, Idaho, US",12142
16083.0,"Twin Falls, Idaho, US",86878
90016.0,"Unassigned, Idaho, US",0
16085.0,"Valley, Idaho, US",11392
16087.0,"Washington, Idaho, US",10194
17001.0,"Adams, Illinois, US",65435
17003.0,"Alexander, Illinois, US",5761
17005.0,"Bond, Illinois, US",16426
17007.0,"Boone, Illinois, US",53544
17009.0,"Brown, Illinois, US",6578
17011.0,"Bureau, Illinois, US",32628
17013.0,"Calhoun, Illinois, US",4739
17015.0,"Carroll, Illinois, US",14305
17017.0,"Cass, Illinois, US",12147
17019.0,"Champaign, Illinois, US",209689
17021.0,"Christian, Illinois, US",32304
17023.0,"Clark, Illinois, US",15441
17025.0,"Clay, Illinois, US",13184
17027.0,"Clinton, Illinois, US",37562
17029.0,"Coles, Illinois, US",50621
17031.0,"Cook, Illinois, US",5150233
17033.0,"Crawford, Illinois, US",18667
17035.0,"Cumberland, Illinois, US",10766
17039.0,"De Witt, Illinois, US",15638
17037.0,"DeKalb, Illinois, US",104897
17041.0,"Douglas, Illinois, US",19465
17043.0,"DuPage, Illinois, US",922921
17045.0,"Edgar, Illinois, US",17161
17047.0,"Edwards, Illinois, US",6395
17049.0,"Effingham, Illinois, US",34008
17051.0,"Fayette, Illinois, US",21336
17053.0,"Ford, Illinois, US",12961
17055.0,"Franklin, Illinois, US",38469
17057.0,"Fulton, Illinois, US",34340
17059.0,"Gallatin, Illinois, US",4828
17061.0,"Greene, Illinois, US",12969
17063.0,"Grundy, Illinois, US",51054
17065.0,"Hamilton, Illinois, US",8116
17067.0,"Hancock, Illinois, US",17708
17069.0,"Hardin, Illinois, US",3821
17071.0,"Henderson, Illinois, US",6646
17073.0,"Henry, Illinois, US",48913
17075.0,"Iroquois, Illinois, US",27114
17077.0,"Jackson, Illinois, US",56750
